Java HotSpot(TM) 64-Bit Server VM (25.131-b11) for linux-amd64 JRE (1.8.0_131-b11), built on Mar 15 2017 01:23:40 by "java_re" with gcc 4.3.0 20080428 (Red Hat 4.3.0-8)
2021-03-30T20:10:33.950+0200: 3467.606: [GC (Allocation Failure) [PSYoungGen: 36426101K->10122484K(40600064K)] 46407558K->20104382K(54262784K), 0.5123909 secs] [Times: user=9.06 sys=11.78, real=0.51 secs] 
2021-03-30T20:10:51.921+0200: 3485.576: [GC (Allocation Failure) [PSYoungGen: 40145652K->11708924K(41732096K)] 50127550K->22068285K(55394816K), 0.3474459 secs] [Times: user=14.18 sys=0.00, real=0.35 secs] 
2021-03-30T20:11:10.066+0200: 3503.721: [GC (Allocation Failure) [PSYoungGen: 41732092K->13283266K(44127232K)] 52091453K->23643162K(57789952K), 1.0761610 secs] [Times: user=9.07 sys=36.48, real=1.07 secs] 
2021-03-30T20:11:53.999+0200: 3547.655: [GC (Allocation Failure) [PSYoungGen: 44073410K->4143799K(45875712K)] 54433306K->14504143K(59538432K), 0.1438061 secs] [Times: user=5.68 sys=0.00, real=0.14 secs] 
2021-03-30T20:12:29.064+0200: 3582.720: [GC (Allocation Failure) [PSYoungGen: 34933943K->5686389K(44599296K)] 45294287K->16047685K(58262016K), 0.1898978 secs] [Times: user=7.10 sys=0.02, real=0.20 secs] 
2021-03-30T20:13:06.871+0200: 3620.527: [GC (Allocation Failure) [PSYoungGen: 36681845K->5132620K(45340160K)] 47043141K->15494557K(59002880K), 0.1633724 secs] [Times: user=6.47 sys=0.01, real=0.17 secs] 
2021-03-30T20:13:50.516+0200: 3664.171: [GC (Allocation Failure) [PSYoungGen: 36128076K->4151958K(45770240K)] 46490013K->14514431K(59432960K), 0.1467064 secs] [Times: user=5.68 sys=0.01, real=0.14 secs] 
2021-03-30T20:14:30.272+0200: 3703.928: [GC (Allocation Failure) [PSYoungGen: 36850838K->5345923K(46350336K)] 47213311K->15708763K(60013056K), 0.1795071 secs] [Times: user=7.10 sys=0.02, real=0.17 secs] 
2021-03-30T20:15:10.903+0200: 3744.558: [GC (Allocation Failure) [PSYoungGen: 38044803K->5434934K(46224896K)] 48407643K->15797775K(59887616K), 0.2115301 secs] [Times: user=7.98 sys=0.03, real=0.22 secs] 
2021-03-30T20:15:48.569+0200: 3782.224: [GC (Allocation Failure) [PSYoungGen: 39607350K->6168180K(46800384K)] 49970191K->16531021K(60463104K), 0.1876681 secs] [Times: user=7.26 sys=0.03, real=0.19 secs] 
2021-03-30T20:16:15.054+0200: 3808.709: [GC (Allocation Failure) [PSYoungGen: 40340596K->8914183K(47901696K)] 50703437K->19277024K(61564416K), 0.2609379 secs] [Times: user=10.45 sys=0.00, real=0.26 secs] 
2021-03-30T20:16:51.750+0200: 3845.405: [GC (Allocation Failure) [PSYoungGen: 44797191K->7593032K(48299520K)] 55160032K->17955872K(61962240K), 0.2278286 secs] [Times: user=7.62 sys=0.01, real=0.23 secs] 
2021-03-30T20:17:51.306+0200: 3904.962: [GC (GCLocker Initiated GC) [PSYoungGen: 43476040K->3299026K(48377856K)] 53838961K->13661947K(62040576K), 0.1402615 secs] [Times: user=4.67 sys=0.11, real=0.14 secs] 
2021-03-30T20:18:48.702+0200: 3962.358: [GC (Allocation Failure) [PSYoungGen: 39628498K->3438095K(38152704K)] 49991423K->13801020K(51815424K), 0.1448531 secs] [Times: user=4.15 sys=0.10, real=0.15 secs] 
2021-03-30T20:19:35.390+0200: 4009.045: [GC (Allocation Failure) [PSYoungGen: 38152207K->4182127K(43181056K)] 48515132K->14545436K(56843776K), 0.2361983 secs] [Times: user=5.35 sys=0.07, real=0.24 secs] 
2021-03-30T20:20:20.681+0200: 4054.337: [GC (Allocation Failure) [PSYoungGen: 37360239K->4457208K(36175360K)] 47723548K->14820821K(49838080K), 0.2253735 secs] [Times: user=5.49 sys=0.08, real=0.23 secs] 
2021-03-30T20:20:59.061+0200: 4092.717: [GC (Allocation Failure) [PSYoungGen: 36175096K->5069491K(39479296K)] 46538709K->15433520K(53142016K), 0.2568601 secs] [Times: user=6.40 sys=0.10, real=0.26 secs] 
2021-03-30T20:21:31.952+0200: 4125.607: [GC (Allocation Failure) [PSYoungGen: 35399347K->6001732K(35012096K)] 45763376K->16366970K(48674816K), 0.2660958 secs] [Times: user=7.74 sys=0.08, real=0.27 secs] 
2021-03-30T20:22:04.178+0200: 4157.834: [GC (Allocation Failure) [PSYoungGen: 35011652K->6535720K(36749824K)] 45376890K->16923938K(50412544K), 0.2586709 secs] [Times: user=8.22 sys=0.06, real=0.26 secs] 
2021-03-30T20:22:35.309+0200: 4188.964: [GC (Allocation Failure) [PSYoungGen: 34290728K->6067085K(32628736K)] 44678946K->16573932K(46291456K), 0.2609232 secs] [Times: user=7.97 sys=0.10, real=0.26 secs] 
2021-03-30T20:23:02.822+0200: 4216.477: [GC (Allocation Failure) [PSYoungGen: 32628621K->6600243K(34101760K)] 43135468K->17238561K(47764480K), 0.2444760 secs] [Times: user=8.11 sys=0.05, real=0.25 secs] 
2021-03-30T20:23:28.919+0200: 4242.574: [GC (Allocation Failure) [PSYoungGen: 32026675K->6702463K(31049728K)] 42664993K->17346514K(44712448K), 0.2371198 secs] [Times: user=8.04 sys=0.04, real=0.24 secs] 
2021-03-30T20:23:50.299+0200: 4263.954: [GC (Allocation Failure) [PSYoungGen: 31049599K->8000880K(33820160K)] 41693650K->18645820K(47482880K), 0.2443083 secs] [Times: user=9.70 sys=0.03, real=0.24 secs] 
2021-03-30T20:24:05.924+0200: 4279.580: [GC (Allocation Failure) [PSYoungGen: 31980912K->10089777K(34187264K)] 42625852K->20735116K(47849984K), 0.2860028 secs] [Times: user=11.84 sys=0.20, real=0.29 secs] 
2021-03-30T20:24:23.421+0200: 4297.077: [GC (Allocation Failure) [PSYoungGen: 34069809K->10422369K(36693504K)] 44715148K->21068164K(50356224K), 0.6500005 secs] [Times: user=8.45 sys=18.97, real=0.65 secs] 
2021-03-30T20:25:07.114+0200: 4340.769: [GC (Allocation Failure) [PSYoungGen: 35860065K->2995698K(37654016K)] 46505860K->13642102K(51316736K), 0.1068181 secs] [Times: user=3.94 sys=0.00, real=0.10 secs] 
2021-03-30T20:25:54.383+0200: 4388.039: [GC (Allocation Failure) [PSYoungGen: 28433394K->3024363K(40132096K)] 39079798K->13671843K(53794816K), 0.1047475 secs] [Times: user=3.83 sys=0.01, real=0.11 secs] 
2021-03-30T20:26:20.707+0200: 4414.362: [GC (Allocation Failure) [PSYoungGen: 31055339K->6221953K(40408576K)] 41702819K->16875206K(54071296K), 0.1917972 secs] [Times: user=7.47 sys=0.14, real=0.19 secs] 
2021-03-30T20:26:51.951+0200: 4445.606: [GC (Allocation Failure) [PSYoungGen: 34252929K->6307321K(41408000K)] 44906182K->16961014K(55070720K), 0.2570431 secs] [Times: user=7.06 sys=3.37, real=0.26 secs] 
2021-03-30T20:27:28.013+0200: 4481.668: [GC (Allocation Failure) [PSYoungGen: 37031417K->5764270K(41976832K)] 47685110K->16418316K(55639552K), 0.1941641 secs] [Times: user=7.57 sys=0.00, real=0.19 secs] 
2021-03-30T20:28:14.489+0200: 4528.145: [GC (Allocation Failure) [PSYoungGen: 36488366K->4071901K(43566080K)] 47142412K->14725947K(57228800K), 0.1307650 secs] [Times: user=5.05 sys=0.02, real=0.13 secs] 
2021-03-30T20:28:56.345+0200: 4570.001: [GC (Allocation Failure) [PSYoungGen: 37305821K->5692941K(37464576K)] 47959867K->16346987K(51127296K), 0.1698790 secs] [Times: user=6.73 sys=0.00, real=0.17 secs] 
2021-03-30T20:29:34.745+0200: 4608.400: [GC (Allocation Failure) [PSYoungGen: 37464077K->5714046K(38474752K)] 48118123K->16368435K(52137472K), 0.1704948 secs] [Times: user=6.47 sys=0.01, real=0.17 secs] 
2021-03-30T20:30:37.056+0200: 4670.711: [GC (Allocation Failure) [PSYoungGen: 36094590K->2463901K(31522304K)] 46748979K->13118595K(45185024K), 0.1055363 secs] [Times: user=3.89 sys=0.01, real=0.10 secs] 
2021-03-30T20:31:26.003+0200: 4719.659: [GC (Allocation Failure) [PSYoungGen: 31521949K->2956480K(36599296K)] 42176643K->13611470K(50262016K), 0.1490280 secs] [Times: user=4.22 sys=0.04, real=0.16 secs] 
2021-03-30T20:32:04.221+0200: 4757.877: [GC (Allocation Failure) [PSYoungGen: 30757056K->4051467K(30657024K)] 41412046K->14706696K(44319744K), 0.2149871 secs] [Times: user=5.65 sys=0.07, real=0.22 secs] 
2021-03-30T20:32:34.097+0200: 4787.753: [GC (Allocation Failure) [PSYoungGen: 30656523K->5372426K(33351168K)] 41311752K->16027935K(47013888K), 0.2431501 secs] [Times: user=6.29 sys=0.09, real=0.24 secs] 
2021-03-30T20:33:01.074+0200: 4814.730: [GC (Allocation Failure) [PSYoungGen: 30840330K->6378214K(30765056K)] 41495839K->17034003K(44427776K), 0.2321492 secs] [Times: user=7.89 sys=0.04, real=0.23 secs] 
2021-03-30T20:33:22.197+0200: 4835.853: [GC (Allocation Failure) [PSYoungGen: 30764774K->7459621K(32520192K)] 41420563K->18115627K(46182912K), 0.2281396 secs] [Times: user=8.85 sys=0.01, real=0.23 secs] 
2021-03-30T20:33:42.548+0200: 4856.204: [GC (Allocation Failure) [PSYoungGen: 30817573K->7680849K(33166336K)] 41473579K->18337167K(46829056K), 0.2389036 secs] [Times: user=9.62 sys=0.02, real=0.24 secs] 
2021-03-30T20:34:02.764+0200: 4876.419: [GC (Allocation Failure) [PSYoungGen: 31038801K->7425137K(35385344K)] 41695119K->18081854K(49048064K), 0.2171179 secs] [Times: user=8.82 sys=0.00, real=0.22 secs] 
2021-03-30T20:34:34.891+0200: 4908.547: [GC (Allocation Failure) [PSYoungGen: 32633969K->5303898K(35564032K)] 43290686K->15961032K(49226752K), 0.1679253 secs] [Times: user=6.73 sys=0.00, real=0.17 secs] 
2021-03-30T20:35:03.039+0200: 4936.694: [GC (Allocation Failure) [PSYoungGen: 30512730K->5982976K(36658688K)] 41169864K->16640446K(50321408K), 0.2117030 secs] [Times: user=6.69 sys=2.05, real=0.21 secs] 
2021-03-30T20:35:42.823+0200: 4976.478: [GC (Allocation Failure) [PSYoungGen: 33368320K->4431207K(30641152K)] 44025790K->15089020K(44303872K), 0.1448089 secs] [Times: user=5.74 sys=0.00, real=0.15 secs] 
2021-03-30T20:36:17.507+0200: 5011.163: [GC (Allocation Failure) [PSYoungGen: 30640999K->4548771K(33127424K)] 41298812K->15206985K(46790144K), 0.1438505 secs] [Times: user=5.35 sys=0.01, real=0.14 secs] 
2021-03-30T20:37:11.840+0200: 5065.496: [GC (Allocation Failure) [PSYoungGen: 29640867K->3357985K(27387392K)] 40299081K->14016590K(41050112K), 0.1331774 secs] [Times: user=4.08 sys=0.04, real=0.14 secs] 
2021-03-30T20:37:34.463+0200: 5088.119: [GC (Allocation Failure) [PSYoungGen: 27387169K->6548989K(31421440K)] 38045774K->17208026K(45084160K), 0.2156668 secs] [Times: user=7.15 sys=0.03, real=0.22 secs] 
2021-03-30T20:39:09.569+0200: 5183.225: [GC (Allocation Failure) [PSYoungGen: 29566973K->560450K(22616576K)] 40226010K->11219832K(36279296K), 0.0662169 secs] [Times: user=1.98 sys=0.00, real=0.07 secs] 
2021-03-30T20:40:08.604+0200: 5242.259: [GC (Allocation Failure) [PSYoungGen: 22616386K->1628324K(30236672K)] 33275768K->12288138K(43899392K), 0.1114516 secs] [Times: user=2.91 sys=0.03, real=0.12 secs] 
2021-03-30T20:40:40.039+0200: 5273.694: [GC (Allocation Failure) [PSYoungGen: 22768804K->3691007K(23960576K)] 33428618K->14351213K(37623296K), 0.1881245 secs] [Times: user=5.45 sys=0.05, real=0.19 secs] 
2021-03-30T20:41:04.318+0200: 5297.974: [GC (Allocation Failure) [PSYoungGen: 23960575K->5348430K(27751424K)] 34620781K->16009035K(41414144K), 0.2136157 secs] [Times: user=7.05 sys=0.04, real=0.21 secs] 
2021-03-30T20:41:26.120+0200: 5319.775: [GC (Allocation Failure) [PSYoungGen: 24789070K->5590926K(24243200K)] 35449675K->16251868K(37905920K), 0.2183463 secs] [Times: user=6.89 sys=0.03, real=0.22 secs] 
2021-03-30T20:41:40.551+0200: 5334.207: [GC (Allocation Failure) [PSYoungGen: 24243086K->7721125K(27227648K)] 34904028K->18382386K(40890368K), 0.2349094 secs] [Times: user=9.54 sys=0.10, real=0.24 secs] 
2021-03-30T20:41:53.151+0200: 5346.806: [GC (Allocation Failure) [PSYoungGen: 25719461K->9883112K(27881472K)] 36380722K->21191338K(41544192K), 0.3134255 secs] [Times: user=13.03 sys=0.00, real=0.31 secs] 
2021-03-30T20:42:05.753+0200: 5359.409: [GC (Allocation Failure) [PSYoungGen: 27881448K->11430396K(29809152K)] 39189674K->22812849K(43471872K), 0.8111717 secs] [Times: user=9.26 sys=25.16, real=0.81 secs] 
2021-03-30T20:42:19.535+0200: 5373.191: [GC (Allocation Failure) [PSYoungGen: 29809148K->12306806K(31414272K)] 41191601K->23689747K(45076992K), 0.3576017 secs] [Times: user=14.75 sys=0.00, real=0.36 secs] 
2021-03-30T20:42:41.350+0200: 5395.005: [GC (Allocation Failure) [PSYoungGen: 30685558K->8288955K(35012608K)] 42068499K->19672408K(48675328K), 0.3364164 secs] [Times: user=9.39 sys=4.56, real=0.34 secs] 
2021-03-30T20:43:12.801+0200: 5426.457: [GC (Allocation Failure) [PSYoungGen: 29219515K->4272480K(35318784K)] 40602968K->15656437K(48981504K), 0.1443031 secs] [Times: user=5.70 sys=0.00, real=0.15 secs] 
2021-03-30T20:43:40.745+0200: 5454.401: [GC (Allocation Failure) [PSYoungGen: 25203040K->4788949K(36507648K)] 36586997K->16173746K(50170368K), 0.1537538 secs] [Times: user=6.12 sys=0.06, real=0.15 secs] 
2021-03-30T20:44:03.376+0200: 5477.032: [GC (Allocation Failure) [PSYoungGen: 28230357K->6394012K(37117440K)] 39615154K->17779242K(50780160K), 0.1912141 secs] [Times: user=7.69 sys=0.00, real=0.19 secs] 
2021-03-30T20:44:22.115+0200: 5495.771: [GC (Allocation Failure) [PSYoungGen: 29835420K->8699289K(38920192K)] 41220650K->20084862K(52582912K), 0.5769546 secs] [Times: user=6.92 sys=17.03, real=0.57 secs] 
2021-03-30T20:44:54.787+0200: 5528.443: [GC (Allocation Failure) [PSYoungGen: 34646937K->6344005K(39093248K)] 46032510K->17729915K(52755968K), 0.1985155 secs] [Times: user=7.90 sys=0.00, real=0.20 secs] 
2021-03-30T20:45:30.087+0200: 5563.742: [GC (Allocation Failure) [PSYoungGen: 32291653K->4539769K(40645120K)] 43677563K->15926654K(54307840K), 0.1527909 secs] [Times: user=5.95 sys=0.01, real=0.15 secs] 
2021-03-30T20:46:10.439+0200: 5604.095: [GC (Allocation Failure) [PSYoungGen: 33327481K->4431039K(41120256K)] 44714366K->15818349K(54782976K), 0.1590251 secs] [Times: user=6.19 sys=0.04, real=0.16 secs] 
2021-03-30T20:47:02.625+0200: 5656.281: [GC (Allocation Failure) [PSYoungGen: 33218751K->2097139K(43376128K)] 44606061K->13484753K(57038848K), 0.1118831 secs] [Times: user=4.20 sys=0.00, real=0.11 secs] 
2021-03-30T20:47:56.020+0200: 5709.676: [GC (Allocation Failure) [PSYoungGen: 33454579K->2973996K(32961024K)] 44842193K->14361610K(46623744K), 0.1393157 secs] [Times: user=5.30 sys=0.00, real=0.14 secs] 
2021-03-30T20:48:37.051+0200: 5750.706: [GC (Allocation Failure) [PSYoungGen: 32960812K->4603524K(38458368K)] 44348426K->15991137K(52121088K), 0.1757237 secs] [Times: user=7.00 sys=0.00, real=0.18 secs] 
2021-03-30T20:49:03.370+0200: 5777.025: [GC (Allocation Failure) [PSYoungGen: 33287300K->8010834K(35456000K)] 44674913K->19398447K(49118720K), 0.2440804 secs] [Times: user=10.02 sys=0.00, real=0.25 secs] 
2021-03-30T20:49:49.980+0200: 5823.636: [GC (Allocation Failure) [PSYoungGen: 35455570K->2731027K(36765184K)] 46843183K->14118640K(50427904K), 0.1179934 secs] [Times: user=4.26 sys=0.00, real=0.12 secs] 
2021-03-30T20:50:30.210+0200: 5863.866: [GC (Allocation Failure) [PSYoungGen: 28997651K->3899435K(29045760K)] 40385264K->15287048K(42708480K), 0.1308578 secs] [Times: user=5.02 sys=0.13, real=0.13 secs] 
2021-03-30T20:51:00.764+0200: 5894.419: [GC (Allocation Failure) [PSYoungGen: 29045291K->4900706K(33315328K)] 40432904K->16288319K(46978048K), 0.2313616 secs] [Times: user=6.40 sys=0.08, real=0.24 secs] 
2021-03-30T20:51:29.894+0200: 5923.550: [GC (Allocation Failure) [PSYoungGen: 28980578K->5280946K(28347392K)] 40368191K->16668559K(42010112K), 0.2397883 secs] [Times: user=6.34 sys=0.08, real=0.24 secs] 
2021-03-30T20:51:56.924+0200: 5950.580: [GC (Allocation Failure) [PSYoungGen: 28347058K->5772776K(30836736K)] 39734671K->17160390K(44499456K), 0.2472025 secs] [Times: user=7.31 sys=0.07, real=0.25 secs] 
2021-03-30T20:52:20.905+0200: 5974.560: [GC (Allocation Failure) [PSYoungGen: 27874792K->6037173K(27222016K)] 39262406K->17424786K(40884736K), 0.2297270 secs] [Times: user=7.67 sys=0.06, real=0.23 secs] 
2021-03-30T20:52:44.934+0200: 5998.590: [GC (Allocation Failure) [PSYoungGen: 27221685K->5947249K(28795392K)] 38609298K->17334863K(42458112K), 0.2265551 secs] [Times: user=7.29 sys=0.04, real=0.22 secs] 
2021-03-30T20:53:08.489+0200: 6022.145: [GC (Allocation Failure) [PSYoungGen: 26258801K->6111183K(25592320K)] 37646415K->17499117K(39255040K), 0.2370659 secs] [Times: user=8.11 sys=0.04, real=0.24 secs] 
2021-03-30T20:53:27.661+0200: 6041.316: [GC (Allocation Failure) [PSYoungGen: 25592271K->6705259K(28848640K)] 36980205K->18093504K(42511360K), 0.2111684 secs] [Times: user=8.57 sys=0.00, real=0.21 secs] 
2021-03-30T20:53:47.249+0200: 6060.905: [GC (Allocation Failure) [PSYoungGen: 26129515K->7398456K(28905472K)] 37517760K->18786917K(42568192K), 0.2354296 secs] [Times: user=9.79 sys=0.00, real=0.24 secs] 
2021-03-30T20:54:04.718+0200: 6078.373: [GC (Allocation Failure) [PSYoungGen: 26822712K->7515753K(30775296K)] 38211173K->18904543K(44438016K), 0.2498421 secs] [Times: user=9.55 sys=0.80, real=0.25 secs] 
2021-03-30T20:54:28.376+0200: 6102.032: [GC (Allocation Failure) [PSYoungGen: 28534889K->7063021K(31017472K)] 39923679K->18452234K(44680192K), 0.2241084 secs] [Times: user=9.21 sys=0.01, real=0.22 secs] 
2021-03-30T20:54:50.046+0200: 6123.702: [GC (Allocation Failure) [PSYoungGen: 28082157K->6110657K(32456704K)] 39471370K->17500183K(46119424K), 0.2540941 secs] [Times: user=7.35 sys=3.14, real=0.25 secs] 
2021-03-30T20:55:24.985+0200: 6158.640: [GC (Allocation Failure) [PSYoungGen: 29280193K->4241000K(32793600K)] 40669719K->15630797K(46456320K), 0.1501794 secs] [Times: user=5.91 sys=0.01, real=0.15 secs] 
2021-03-30T20:55:59.135+0200: 6192.791: [GC (Allocation Failure) [PSYoungGen: 27410536K->3930415K(34514432K)] 38800333K->15320484K(48177152K), 0.1330883 secs] [Times: user=5.26 sys=0.14, real=0.13 secs] 
2021-03-30T20:56:32.004+0200: 6225.660: [GC (Allocation Failure) [PSYoungGen: 29110063K->4843904K(28956160K)] 40500132K->16234374K(42618880K), 0.1496558 secs] [Times: user=6.02 sys=0.00, real=0.16 secs] 
2021-03-30T20:57:03.002+0200: 6256.658: [GC (Allocation Failure) [PSYoungGen: 28956032K->4729619K(30947328K)] 40346502K->16120480K(44610048K), 0.1497031 secs] [Times: user=5.98 sys=0.06, real=0.15 secs] 
2021-03-30T20:57:29.035+0200: 6282.691: [GC (Allocation Failure) [PSYoungGen: 27826451K->5708726K(27840000K)] 39217312K->17099924K(41502720K), 0.1766705 secs] [Times: user=6.96 sys=0.00, real=0.17 secs] 
2021-03-30T20:57:54.596+0200: 6308.251: [GC (Allocation Failure) [PSYoungGen: 27839926K->6413829K(29086208K)] 39231124K->17805347K(42748928K), 0.2162697 secs] [Times: user=8.09 sys=0.01, real=0.21 secs] 
2021-03-30T20:58:16.427+0200: 6330.082: [GC (Allocation Failure) [PSYoungGen: 27625989K->6364547K(26702336K)] 39017507K->17756353K(40365056K), 0.2489433 secs] [Times: user=8.07 sys=0.10, real=0.25 secs] 
2021-03-30T20:58:39.159+0200: 6352.814: [GC (Allocation Failure) [PSYoungGen: 26702211K->6806651K(28984832K)] 38094017K->18198720K(42647552K), 0.2089081 secs] [Times: user=7.95 sys=0.02, real=0.21 secs] 
2021-03-30T20:59:00.790+0200: 6374.446: [GC (Allocation Failure) [PSYoungGen: 27040379K->6890246K(29088768K)] 38432448K->18282532K(42751488K), 0.2082408 secs] [Times: user=8.58 sys=0.00, real=0.21 secs] 
2021-03-30T20:59:47.101+0200: 6420.756: [GC (Allocation Failure) [PSYoungGen: 27123974K->1960592K(26433024K)] 38516260K->13353101K(40095744K), 0.0839081 secs] [Times: user=3.10 sys=0.00, real=0.09 secs] 
2021-03-30T21:00:26.109+0200: 6459.764: [GC (Allocation Failure) [PSYoungGen: 21367440K->2160104K(20780032K)] 32759949K->13552870K(34442752K), 0.1077721 secs] [Times: user=3.32 sys=0.01, real=0.11 secs] 
2021-03-30T21:00:58.741+0200: 6492.397: [GC (Allocation Failure) [PSYoungGen: 20780008K->2605991K(26647040K)] 32172774K->13999037K(40309760K), 0.1369407 secs] [Times: user=3.79 sys=0.03, real=0.14 secs] 
2021-03-30T21:01:26.429+0200: 6520.084: [GC (Allocation Failure) [PSYoungGen: 20476839K->3402746K(20560384K)] 31869885K->14796032K(34223104K), 0.1628255 secs] [Times: user=5.12 sys=0.11, real=0.16 secs] 
2021-03-30T21:01:50.504+0200: 6544.159: [GC (Allocation Failure) [PSYoungGen: 20560378K->3930556K(24498688K)] 31953664K->15324138K(38161408K), 0.1741552 secs] [Times: user=5.25 sys=0.07, real=0.18 secs] 
2021-03-30T21:02:10.817+0200: 6564.472: [GC (Allocation Failure) [PSYoungGen: 20409276K->4177919K(20009984K)] 31802858K->15571764K(33672704K), 0.1848563 secs] [Times: user=5.46 sys=0.05, real=0.18 secs] 
2021-03-30T21:02:30.614+0200: 6584.270: [GC (Allocation Failure) [PSYoungGen: 20009983K->5344470K(22981120K)] 31403828K->16738619K(36643840K), 0.2046667 secs] [Times: user=7.10 sys=0.03, real=0.20 secs] 
2021-03-30T21:02:47.609+0200: 6601.265: [GC (Allocation Failure) [PSYoungGen: 20560598K->5909780K(20539392K)] 31954747K->17304225K(34202112K), 0.2159372 secs] [Times: user=8.21 sys=0.04, real=0.22 secs] 
2021-03-30T21:02:58.741+0200: 6612.397: [GC (Allocation Failure) [PSYoungGen: 20539156K->6927740K(22814208K)] 31933601K->18322450K(36476928K), 0.2158847 secs] [Times: user=8.89 sys=0.08, real=0.22 secs] 
2021-03-30T21:03:07.430+0200: 6621.086: [GC (Allocation Failure) [PSYoungGen: 21156732K->8893324K(23214592K)] 32551442K->20288322K(36877312K), 0.2847406 secs] [Times: user=11.11 sys=0.01, real=0.29 secs] 
2021-03-30T21:03:16.649+0200: 6630.304: [GC (Allocation Failure) [PSYoungGen: 23122316K->10016225K(24630272K)] 34517314K->21755496K(38292992K), 0.6839638 secs] [Times: user=8.75 sys=18.83, real=0.69 secs] 
2021-03-30T21:03:26.737+0200: 6640.392: [GC (Allocation Failure) [PSYoungGen: 24630241K->11123967K(25997312K)] 36369512K->22863494K(39660032K), 0.3303137 secs] [Times: user=13.11 sys=0.00, real=0.33 secs] 
2021-03-30T21:03:35.587+0200: 6649.243: [GC (Allocation Failure) [PSYoungGen: 25737983K->12043090K(28140544K)] 37477510K->23783081K(41803264K), 0.8196358 secs] [Times: user=9.12 sys=25.65, real=0.82 secs] 
2021-03-30T21:03:45.333+0200: 6658.989: [GC (Allocation Failure) [PSYoungGen: 27421010K->12359148K(29581312K)] 39161001K->24099563K(43244032K), 0.3441908 secs] [Times: user=14.30 sys=0.01, real=0.34 secs] 
2021-03-30T21:04:05.048+0200: 6678.703: [GC (Allocation Failure) [PSYoungGen: 27737068K->9119288K(32757248K)] 39477483K->20860055K(46419968K), 0.3254023 secs] [Times: user=9.83 sys=3.69, real=0.33 secs] 
2021-03-30T21:04:28.422+0200: 6702.078: [GC (Allocation Failure) [PSYoungGen: 26908216K->4610196K(33047552K)] 38648983K->16351283K(46710272K), 0.1498155 secs] [Times: user=5.94 sys=0.09, real=0.15 secs] 
2021-03-30T21:04:49.276+0200: 6722.931: [GC (Allocation Failure) [PSYoungGen: 22399124K->4727332K(34525184K)] 34140211K->16468611K(48187904K), 0.1368045 secs] [Times: user=5.52 sys=0.00, real=0.14 secs] 
2021-03-30T21:05:10.182+0200: 6743.837: [GC (Allocation Failure) [PSYoungGen: 25003044K->5918442K(34990592K)] 36744323K->17659881K(48653312K), 0.1853074 secs] [Times: user=7.43 sys=0.07, real=0.19 secs] 
2021-03-30T21:05:30.123+0200: 6763.778: [GC (Allocation Failure) [PSYoungGen: 26194154K->6582694K(35721728K)] 37935593K->18324278K(49384448K), 0.3019552 secs] [Times: user=6.59 sys=5.58, real=0.31 secs] 
2021-03-30T21:05:58.374+0200: 6792.029: [GC (Allocation Failure) [PSYoungGen: 29489062K->5997709K(36421120K)] 41230646K->17739516K(50083840K), 0.1822342 secs] [Times: user=7.36 sys=0.00, real=0.18 secs] 
2021-03-30T21:06:30.187+0200: 6823.843: [GC (Allocation Failure) [PSYoungGen: 28904077K->4036668K(38015488K)] 40645884K->15778731K(51678208K), 0.1509408 secs] [Times: user=5.27 sys=0.01, real=0.15 secs] 
2021-03-30T21:07:11.708+0200: 6865.364: [GC (Allocation Failure) [PSYoungGen: 29512764K->3235393K(38362624K)] 41254827K->14980008K(52025344K), 0.1241889 secs] [Times: user=4.56 sys=0.01, real=0.13 secs] 
2021-03-30T21:07:50.530+0200: 6904.186: [GC (Allocation Failure) [PSYoungGen: 28711489K->3420957K(40181760K)] 40456104K->15165812K(53844480K), 0.1956436 secs] [Times: user=4.80 sys=2.02, real=0.20 secs] 
2021-03-30T21:08:28.621+0200: 6942.277: [GC (Allocation Failure) [PSYoungGen: 31309085K->4119551K(30807552K)] 43053940K->15864406K(44470272K), 0.1397790 secs] [Times: user=5.51 sys=0.00, real=0.14 secs] 
2021-03-30T21:08:57.155+0200: 6970.810: [GC (Allocation Failure) [PSYoungGen: 30807551K->6234677K(39461888K)] 42552406K->17979532K(53124608K), 0.2694330 secs] [Times: user=6.82 sys=4.02, real=0.27 secs] 
2021-03-30T21:09:24.357+0200: 6998.012: [GC (Allocation Failure) [PSYoungGen: 33404981K->7944977K(38979584K)] 45149836K->19689832K(52642304K), 0.2361388 secs] [Times: user=9.16 sys=0.14, real=0.24 secs] 
2021-03-30T21:09:49.652+0200: 7023.308: [GC (Allocation Failure) [PSYoungGen: 35115281K->8761474K(41205760K)] 46860136K->20506329K(54868480K), 0.7463089 secs] [Times: user=6.27 sys=25.25, real=0.74 secs] 
2021-03-30T21:10:14.681+0200: 7048.336: [GC (Allocation Failure) [PSYoungGen: 37971586K->8782843K(41617920K)] 49716441K->20528122K(55280640K), 0.2650127 secs] [Times: user=10.61 sys=0.24, real=0.27 secs] 
2021-03-30T21:11:03.257+0200: 7096.913: [GC (Allocation Failure) [PSYoungGen: 37992955K->2396600K(44686336K)] 49738234K->14142351K(58349056K), 0.0967157 secs] [Times: user=3.58 sys=0.01, real=0.10 secs] 
